query_id,source,eccentricity,reached,distance_sum,group
349,1088223,794,1957027,665790967,high
350,1562751,552,1957027,462184162,low
351,1720960,793,1957027,841420720,high
352,832549,553,1957027,500956907,low
353,1443291,793,1957027,715766927,high
354,1488995,553,1957027,536596363,low
355,1342672,793,1957027,659392895,high
356,1495792,553,1957027,527682297,low
357,1289836,793,1957027,644944841,high
358,1514279,553,1957027,490659583,low
359,1272269,793,1957027,647008970,high
360,1567433,553,1957027,460786322,low
361,1251600,793,1957027,646213147,high
362,1648860,553,1957027,499252369,low
363,476001,793,1957027,878919227,high
364,862627,554,1957027,500957951,low
365,1713176,792,1957027,853031846,high
366,1488890,554,1957027,539014089,low
367,1206688,792,1957027,746339294,high
368,1517026,554,1957027,498290794,low
369,1117845,792,1957027,664123547,high
370,1534957,554,1957027,495373946,low
371,1323351,791,1957027,711793646,high
372,1571326,554,1957027,455960366,low
373,1271843,791,1957027,639011242,high
374,1606906,554,1957027,529184519,low
375,1237797,791,1957027,720311750,high
376,94102,555,1957027,565701240,low
377,1223958,791,1957027,740541138,high
378,833974,555,1957027,525642220,low
379,1099595,791,1957027,674529560,high
380,1520370,555,1957027,475449053,low
381,1709122,790,1957027,854789454,high
382,1549597,555,1957027,490625167,low
383,1444322,790,1957027,704186039,high
384,1896052,555,1957027,620830394,low
385,1047138,790,1957027,674310147,high
386,833142,556,1957027,504245201,low
387,1727581,789,1957027,822189025,high
388,1598242,556,1957027,493971614,low
389,1416410,789,1957027,704982331,high
390,108075,557,1957027,492057493,low
391,1269606,789,1957027,645534390,high
392,183672,557,1957027,540995311,low
393,477911,789,1957027,871300008,high
394,1898227,557,1957027,635060149,low
395,1411591,788,1957027,702718843,high
396,1899252,557,1957027,634112090,low
397,1350352,788,1957027,666219413,high
398,32933,558,1957027,523808794,low
399,1226752,788,1957027,644006846,high
