query_id,source,eccentricity,reached,distance_sum,group
349,1088223,794,1957027,665790967,high
350,1562751,552,1957027,462184162,low
351,1720960,793,1957027,841420720,high
352,832549,553,1957027,500956907,low
353,1443291,793,1957027,715766927,high
354,1488995,553,1957027,536596363,low
355,1342672,793,1957027,659392895,high
356,1495792,553,1957027,527682297,low
357,1289836,793,1957027,644944841,high
358,1514279,553,1957027,490659583,low
359,1272269,793,1957027,647008970,high
360,1567433,553,1957027,460786322,low
361,1251600,793,1957027,646213147,high
362,1648860,553,1957027,499252369,low
363,476001,793,1957027,878919227,high
364,862627,554,1957027,500957951,low
365,1713176,792,1957027,853031846,high
366,1488890,554,1957027,539014089,low
367,1206688,792,1957027,746339294,high
368,1517026,554,1957027,498290794,low
369,1117845,792,1957027,664123547,high
370,1534957,554,1957027,495373946,low
371,1323351,791,1957027,711793646,high
372,1571326,554,1957027,455960366,low
373,1271843,791,1957027,639011242,high
374,1606906,554,1957027,529184519,low
375,1237797,791,1957027,720311750,high
376,94102,555,1957027,565701240,low
377,1223958,791,1957027,740541138,high
378,833974,555,1957027,525642220,low
379,1099595,791,1957027,674529560,high
380,1520370,555,1957027,475449053,low
381,1709122,790,1957027,854789454,high
382,1549597,555,1957027,490625167,low
383,1444322,790,1957027,704186039,high
384,1896052,555,1957027,620830394,low
385,1047138,790,1957027,674310147,high
386,833142,556,1957027,504245201,low
387,1727581,789,1957027,822189025,high
388,1598242,556,1957027,493971614,low
389,1416410,789,1957027,704982331,high
390,108075,557,1957027,492057493,low
391,1269606,789,1957027,645534390,high
392,183672,557,1957027,540995311,low
393,477911,789,1957027,871300008,high
394,1898227,557,1957027,635060149,low
395,1411591,788,1957027,702718843,high
396,1899252,557,1957027,634112090,low
397,1350352,788,1957027,666219413,high
398,32933,558,1957027,523808794,low
399,1226752,788,1957027,644006846,high
400,183481,558,1957027,542355134,low
401,481418,788,1957027,919869333,high
402,704340,558,1957027,610619859,low
403,1404067,787,1957027,706743042,high
404,832751,558,1957027,508118951,low
405,1341984,787,1957027,650908799,high
406,843879,558,1957027,536596012,low
407,1270982,787,1957027,638840814,high
408,849877,558,1957027,528683758,low
409,1228669,787,1957027,717183932,high
410,1146349,558,1957027,508288755,low
411,1226337,787,1957027,648489059,high
412,736386,559,1957027,611567158,low
413,1664012,786,1957027,847117449,high
414,843282,559,1957027,516638845,low
415,1411840,786,1957027,700748867,high
416,845034,559,1957027,544911417,low
417,1254625,786,1957027,714777627,high
418,1481951,559,1957027,557645329,low
419,1716738,785,1957027,840754822,high
420,1518071,559,1957027,477407307,low
421,1442752,785,1957027,700932365,high
422,1578477,559,1957027,450862747,low
423,1337634,785,1957027,680694143,high
424,1889839,559,1957027,624517794,low
425,1334457,785,1957027,675853798,high
426,144499,560,1957027,518468386,low
427,1324939,785,1957027,704024494,high
428,184660,560,1957027,522623488,low
429,1236411,785,1957027,667760822,high
430,726530,560,1957027,479239260,low
431,1233881,785,1957027,726121640,high
432,846748,560,1957027,533404829,low
433,1231841,785,1957027,711260254,high
434,1507341,560,1957027,510430474,low
435,1105849,785,1957027,641086476,high
436,1532243,560,1957027,506885644,low
437,1459423,784,1957027,687451277,high
438,1562689,560,1957027,475535518,low
439,1323620,784,1957027,698702739,high
440,1634173,560,1957027,505566685,low
441,1263148,784,1957027,638339579,high
442,143312,561,1957027,511990341,low
443,1202865,784,1957027,731333065,high
444,704333,561,1957027,611371532,low
445,1118870,784,1957027,657290908,high
446,863202,561,1957027,509860241,low
447,477982,784,1957027,860285820,high
448,1148070,561,1957027,551993804,low
449,1377947,783,1957027,698910613,high
450,1536665,561,1957027,508567764,low
451,1335505,783,1957027,674025481,high
452,1605205,561,1957027,523509982,low
453,1294050,783,1957027,634384533,high
454,1648703,561,1957027,515663206,low
455,1233371,783,1957027,707505054,high
456,1422,562,1957027,522664717,low
457,618532,783,1957027,640778192,high
458,210197,562,1957027,546755505,low
459,1682620,782,1957027,809287731,high
460,701361,562,1957027,594310944,low
461,1443587,782,1957027,675390726,high
462,819283,562,1957027,618883926,low
463,1268843,782,1957027,630908492,high
464,1517321,562,1957027,484654294,low
465,1236471,782,1957027,667559408,high
466,1534200,562,1957027,503301807,low
467,1116845,782,1957027,657930857,high
468,1586100,562,1957027,453856021,low
469,624998,782,1957027,638495683,high
470,1604183,562,1957027,524279618,low
471,1674656,781,1957027,794857266,high
472,1621339,562,1957027,498238246,low
473,1409535,781,1957027,701506612,high
474,435,563,1957027,525414086,low
475,1263186,781,1957027,633300842,high
476,138777,563,1957027,524184440,low
477,1261958,781,1957027,627474446,high
478,139012,563,1957027,528006483,low
479,1105943,781,1957027,629375904,high
480,207814,563,1957027,566743240,low
481,1378366,780,1957027,691612702,high
482,732823,563,1957027,472487827,low
483,1341437,780,1957027,636198371,high
484,847185,563,1957027,542638841,low
485,1053900,780,1957027,662605076,high
486,1147342,563,1957027,534640589,low
487,1682142,779,1957027,791752259,high
488,1601863,563,1957027,542564154,low
489,1375121,779,1957027,697903226,high
490,1618456,563,1957027,532170465,low
491,1375284,778,1957027,696232139,high
492,35067,564,1957027,538057936,low
493,1350394,778,1957027,683516116,high
494,828794,564,1957027,510005863,low
495,1292045,778,1957027,626556374,high
496,1508701,564,1957027,498425214,low
497,1232090,778,1957027,708487783,high
498,1577275,564,1957027,479928399,low
499,1206741,778,1957027,723857697,high
500,1604837,564,1957027,544161806,low
501,619344,778,1957027,631723650,high
502,1617663,564,1957027,532762091,low
503,1685184,777,1957027,798186842,high
504,1618668,564,1957027,532686155,low
505,1377112,777,1957027,689169613,high
506,1623093,564,1957027,523118846,low
507,1337642,777,1957027,671221092,high
508,190956,565,1957027,525770122,low
509,1333798,777,1957027,671206746,high
510,843865,565,1957027,528597158,low
511,1292749,777,1957027,625160443,high
512,1147523,565,1957027,546444313,low
513,1377108,776,1957027,688148048,high
514,1193001,565,1957027,526812555,low
515,1257189,776,1957027,628449547,high
516,1466771,565,1957027,491455635,low
517,1691366,775,1957027,791729698,high
518,1479672,565,1957027,563541832,low
519,1377045,775,1957027,686191023,high
520,1543449,565,1957027,495107752,low
521,1138263,775,1957027,634019279,high
522,1592605,565,1957027,544767108,low
523,490348,775,1957027,875071895,high
524,1754095,565,1957027,484898910,low
525,1674597,774,1957027,792026608,high
526,124834,566,1957027,513195836,low
527,1386520,774,1957027,696882426,high
528,131440,566,1957027,512483098,low
529,1268548,774,1957027,619589943,high
530,146098,566,1957027,522047677,low
531,1204315,774,1957027,744632049,high
532,188429,566,1957027,537571293,low
533,1130157,774,1957027,629946301,high
534,700549,566,1957027,596216181,low
535,619885,774,1957027,628288006,high
536,1895913,566,1957027,630210832,low
537,1386543,773,1957027,694703742,high
538,91718,567,1957027,604810372,low
539,1108970,773,1957027,627071018,high
540,129513,567,1957027,522287901,low
541,614690,773,1957027,634021961,high
542,130766,567,1957027,509591121,low
543,475306,773,1957027,850267663,high
544,186550,567,1957027,525616666,low
545,1681779,772,1957027,784004326,high
546,837367,567,1957027,522399434,low
547,1676997,772,1957027,812436415,high
548,1466930,567,1957027,496989281,low
549,1377095,772,1957027,684422634,high
550,1499900,567,1957027,493562476,low
551,1351621,772,1957027,640302997,high
552,1543510,567,1957027,493983194,low
553,1332079,772,1957027,635489520,high
554,1574486,567,1957027,488510528,low
555,1281064,772,1957027,624049807,high
556,1753611,567,1957027,486013587,low
557,1101899,772,1957027,648699723,high
558,1902009,567,1957027,645516119,low
559,612636,772,1957027,626378398,high
560,33745,568,1957027,524503475,low
561,609313,772,1957027,630404060,high
562,89622,568,1957027,606101823,low
563,1712906,771,1957027,823048250,high
564,184452,568,1957027,541934189,low
565,1686278,771,1957027,778274044,high
566,702743,568,1957027,610030306,low
567,1666850,771,1957027,811720965,high
568,734219,568,1957027,476692711,low
569,1374982,771,1957027,685010394,high
570,849714,568,1957027,543626549,low
571,1290612,771,1957027,610129392,high
572,1512212,568,1957027,502185932,low
573,1261204,771,1957027,616378644,high
574,1577373,568,1957027,487896274,low
575,1215278,771,1957027,688010857,high
576,99403,569,1957027,573293186,low
577,1097731,771,1957027,653027725,high
578,121774,569,1957027,534333268,low
579,1374891,770,1957027,680906507,high
580,145282,569,1957027,519938737,low
581,1340383,770,1957027,617220604,high
582,1476601,569,1957027,553200162,low
583,1335063,770,1957027,639961460,high
584,1502055,569,1957027,518153544,low
585,1296483,770,1957027,617445107,high
586,1535783,569,1957027,518220356,low
587,1255795,770,1957027,611059080,high
588,1574164,569,1957027,492394021,low
589,1087471,770,1957027,655321050,high
590,110585,570,1957027,498415350,low
591,589677,770,1957027,633189765,high
592,144490,570,1957027,531112177,low
593,1661424,769,1957027,773295367,high
594,1174670,570,1957027,534679909,low
595,1374860,769,1957027,678731563,high
596,1552753,570,1957027,492119673,low
597,1331138,769,1957027,632955496,high
598,1643364,570,1957027,544945957,low
599,1326643,769,1957027,627799981,high
600,1734334,570,1957027,514226149,low
601,1292716,769,1957027,608447192,high
602,1753922,570,1957027,494642327,low
603,1277544,769,1957027,631779704,high
604,1886183,570,1957027,631574733,low
605,1211850,769,1957027,734524856,high
606,39720,571,1957027,537671990,low
607,1678179,768,1957027,801488610,high
608,95490,571,1957027,612503756,low
609,1666505,768,1957027,809507004,high
610,126345,571,1957027,529735973,low
611,1376848,768,1957027,672361261,high
612,144614,571,1957027,519703706,low
613,1322451,768,1957027,672076606,high
614,235573,571,1957027,593853497,low
615,1304599,768,1957027,687447054,high
616,716765,571,1957027,590641294,low
617,1291150,768,1957027,608223563,high
618,718004,571,1957027,607897505,low
619,1092625,768,1957027,637495179,high
620,730821,571,1957027,488464743,low
621,1844250,767,1957027,791712105,high
622,833911,571,1957027,543174132,low
623,1676699,767,1957027,794531920,high
624,1567580,571,1957027,456199677,low
625,1394289,767,1957027,679616329,high
626,1599001,571,1957027,543281803,low
627,1293236,767,1957027,608921741,high
628,1616885,571,1957027,543436402,low
629,1289626,767,1957027,625889410,high
630,34139,572,1957027,538860606,low
631,1206474,767,1957027,712758128,high
632,36742,572,1957027,537764644,low
633,1105377,767,1957027,610202480,high
634,42207,572,1957027,544556564,low
635,616578,767,1957027,623346141,high
636,128929,572,1957027,531909485,low
637,476268,767,1957027,834693118,high
638,734359,572,1957027,468838927,low
639,1439534,766,1957027,671351535,high
640,851708,572,1957027,547758962,low
641,1347632,766,1957027,656849807,high
642,1508946,572,1957027,512977942,low
643,1291260,766,1957027,606806823,high
644,1576801,572,1957027,497063491,low
645,1261594,766,1957027,602070690,high
646,1599619,572,1957027,542476926,low
647,1142092,766,1957027,624982146,high
648,53059,573,1957027,583688525,low
649,315326,766,1957027,725599509,high
650,87454,573,1957027,582554513,low
651,1720100,765,1957027,798904785,high
652,732267,573,1957027,479948065,low
653,1679000,765,1957027,805284192,high
654,1521137,573,1957027,492591523,low
655,1376699,765,1957027,666709432,high
656,1577669,573,1957027,498038362,low
657,1330397,765,1957027,652047379,high
658,1752741,573,1957027,497971926,low
659,1259316,765,1957027,628649845,high
660,39431,574,1957027,528261974,low
661,626947,765,1957027,615405648,high
662,87225,574,1957027,583101695,low
663,608778,765,1957027,615865046,high
664,137357,574,1957027,519982824,low
665,589466,765,1957027,621735862,high
666,137626,574,1957027,525659815,low
667,1686097,764,1957027,801477569,high
668,449190,574,1957027,529411898,low
669,1401145,764,1957027,670432181,high
670,1467719,574,1957027,508501912,low
671,1320765,764,1957027,659449291,high
672,1509051,574,1957027,511134785,low
673,1290456,764,1957027,605927994,high
674,1542322,574,1957027,489204593,low
675,1290145,764,1957027,622551243,high
676,1575661,574,1957027,499886577,low
677,1213284,764,1957027,694162062,high
678,1599432,574,1957027,547878774,low
679,1101922,764,1957027,634492758,high
680,1639767,574,1957027,529167225,low
681,620102,764,1957027,623611681,high
682,1741737,574,1957027,516930795,low
683,585538,764,1957027,627644882,high
684,88474,575,1957027,586405851,low
685,484415,764,1957027,883872192,high
686,195682,575,1957027,604938817,low
687,484384,764,1957027,886037837,high
688,231363,575,1957027,537951203,low
689,476705,764,1957027,824005876,high
690,731618,575,1957027,482393632,low
691,1708818,763,1957027,813284569,high
692,1498632,575,1957027,526902282,low
693,1662064,763,1957027,801044895,high
694,1574715,575,1957027,504063417,low
695,1449641,763,1957027,656753896,high
696,1592045,575,1957027,563208124,low
697,1373545,763,1957027,672512210,high
698,1624573,575,1957027,530346952,low
699,1288115,763,1957027,606944190,high
700,1752687,575,1957027,518345481,low
701,607031,763,1957027,617244827,high
702,4745,576,1957027,533442263,low
703,1409096,762,1957027,662120169,high
704,138156,576,1957027,531225178,low
705,1280746,762,1957027,608488950,high
706,194600,576,1957027,577113505,low
707,1107665,762,1957027,603446672,high
708,214328,576,1957027,593501819,low
709,606931,762,1957027,610218026,high
710,217610,576,1957027,586013670,low
711,1846516,761,1957027,769663334,high
712,834927,576,1957027,540627417,low
713,1398535,761,1957027,664077062,high
714,1575325,576,1957027,504984433,low
715,1290159,761,1957027,617562062,high
716,1600828,576,1957027,560231012,low
717,1280165,761,1957027,608885257,high
718,1621062,576,1957027,538682039,low
719,1214123,761,1957027,679961352,high
720,1635594,576,1957027,521942119,low
721,1095563,761,1957027,643129299,high
722,1640032,576,1957027,534326801,low
723,620299,761,1957027,620509386,high
724,4038,577,1957027,485113000,low
725,493017,761,1957027,871040193,high
726,33530,577,1957027,544419665,low
727,1391089,760,1957027,668883112,high
728,40783,577,1957027,541596989,low
729,1350887,760,1957027,657822147,high
730,135696,577,1957027,540853036,low
731,1285792,760,1957027,614704070,high
732,231289,577,1957027,544004263,low
733,1087586,760,1957027,641354581,high
734,834259,577,1957027,539892442,low
735,493903,760,1957027,878350354,high
736,1177397,577,1957027,566173199,low
737,492510,760,1957027,858194941,high
738,1197324,577,1957027,560483718,low
739,1667109,759,1957027,800169918,high
740,1575207,577,1957027,506130516,low
741,1392005,759,1957027,666512257,high
742,1635657,577,1957027,528798617,low
743,1289105,759,1957027,614184011,high
744,1739396,577,1957027,495541477,low
745,1094108,759,1957027,626815249,high
746,3308,578,1957027,487796234,low
747,623931,759,1957027,621110181,high
748,40380,578,1957027,545058768,low
749,1705333,758,1957027,805156113,high
750,84212,578,1957027,590252482,low
751,1691896,758,1957027,801698182,high
752,126515,578,1957027,540587121,low
753,1405106,758,1957027,670931233,high
754,145952,578,1957027,553294383,low
755,1320689,758,1957027,652376263,high
756,448833,578,1957027,536961395,low
757,1280347,758,1957027,601642659,high
758,829198,578,1957027,550152701,low
759,1206233,758,1957027,699954476,high
760,1181274,578,1957027,551190473,low
761,1107183,758,1957027,602352525,high
762,1574761,578,1957027,510501729,low
763,593514,758,1957027,619979444,high
764,1628750,578,1957027,534328791,low
765,586248,758,1957027,616514625,high
766,1639886,578,1957027,536655114,low
767,1440638,757,1957027,647366841,high
768,43477,579,1957027,542939256,low
769,1373501,757,1957027,660514866,high
770,457257,579,1957027,529628909,low
771,1331155,757,1957027,634117888,high
772,731431,579,1957027,486026536,low
773,1205396,757,1957027,706262519,high
774,1572525,579,1957027,496609807,low
775,609980,757,1957027,620190478,high
776,1625924,579,1957027,536533368,low
777,585430,757,1957027,615239604,high
778,48226,580,1957027,585451528,low
779,314944,757,1957027,723461011,high
780,95616,580,1957027,594272354,low
781,1705170,756,1957027,789882654,high
782,123711,580,1957027,501956652,low
783,1661810,756,1957027,796915005,high
784,128320,580,1957027,542820589,low
785,1394666,756,1957027,660960411,high
786,134475,580,1957027,548429878,low
787,1327830,756,1957027,599512217,high
788,134747,580,1957027,548666171,low
789,1252419,756,1957027,674622895,high
